
0.001077;0.011100;0.038293;0.114762;0.179944;0.242821
0.000977;0.010742;0.036111;0.108948;0.170879;0.230815
0.000866;0.010022;0.034039;0.103864;0.162816;0.219324
0.000822;0.009408;0.031792;0.098103;0.154105;0.208196
0.000856;0.008860;0.030618;0.093044;0.145950;0.197378
0.000690;0.008571;0.029125;0.088223;0.138377;0.186635
0.000666;0.007833;0.027124;0.083274;0.130472;0.176065
0.000705;0.007574;0.025542;0.078787;0.123108;0.165673
0.000598;0.006508;0.023660;0.073750;0.115138;0.155207
0.000508;0.006123;0.021783;0.068505;0.107473;0.144735
0.000600;0.005910;0.020713;0.064161;0.099916;0.134210
0.000472;0.005769;0.019331;0.059873;0.092257;0.123206
0.000448;0.004962;0.017610;0.054248;0.083736;0.111824
0.000379;0.004553;0.016061;0.049161;0.075117;0.099910
0.000349;0.004245;0.014561;0.043555;0.065869;0.086891
0.000276;0.003487;0.012645;0.037377;0.055548;0.072442
0.000233;0.003143;0.010641;0.030536;0.043977;0.056020
0.000193;0.002561;0.008960;0.022382;0.029322;0.034923
0.000110;0.002091;0.006568;0.008402;0.001527;0.000000
#
0.007690;0.075968;0.169814;0.416783;0.630905;0.776806
0.005161;0.054610;0.133276;0.322408;0.507722;0.656005
0.004328;0.046254;0.119111;0.285423;0.452752;0.594315
0.003857;0.041712;0.109776;0.261378;0.414895;0.549468
0.003569;0.037999;0.100957;0.241671;0.384923;0.513600
0.003129;0.034886;0.094773;0.226573;0.360665;0.483344
0.002812;0.031919;0.089570;0.214600;0.340133;0.456835
0.002800;0.029933;0.084625;0.203058;0.321505;0.433215
0.002501;0.027812;0.079168;0.192949;0.304966;0.411796
0.002430;0.026318;0.076408;0.184035;0.289950;0.391680
0.002298;0.024195;0.071171;0.174190;0.275209;0.373028
0.002169;0.023784;0.069068;0.166806;0.262271;0.355499
0.001875;0.022003;0.066124;0.158870;0.249492;0.338722
0.001669;0.020647;0.061928;0.152183;0.237836;0.322689
0.001811;0.019959;0.059501;0.144800;0.226257;0.307286
0.001601;0.018469;0.056248;0.138070;0.215256;0.292461
0.001575;0.017747;0.053986;0.132754;0.205337;0.278194
0.001547;0.017020;0.051524;0.125688;0.194414;0.263731
0.001282;0.015733;0.048736;0.118956;0.184084;0.249592
0.001284;0.015342;0.046714;0.113492;0.174175;0.235570
0.001140;0.014461;0.044059;0.107165;0.163953;0.221673
0.001024;0.013285;0.041500;0.100820;0.153857;0.207700
0.000945;0.012497;0.039364;0.094750;0.143845;0.193584
0.001046;0.011732;0.036907;0.088722;0.133489;0.179259
0.000809;0.011464;0.034581;0.082265;0.122967;0.164543
0.000811;0.010446;0.031895;0.075632;0.112007;0.149203
0.000792;0.009503;0.029236;0.068773;0.100573;0.132932
0.000689;0.008733;0.026818;0.061175;0.087906;0.115210
0.000587;0.007793;0.024154;0.052868;0.074025;0.095545
0.000494;0.007355;0.021400;0.043623;0.058080;0.072438
0.000402;0.006541;0.017721;0.031458;0.037027;0.042091
0.000397;0.006646;0.014270;0.009374;0.000000;0.000000
